==========================================
SLURM_JOB_ID = 6163448
SLURM_JOB_NODELIST = d23-16
TMPDIR = /tmp/SLURM_6163448
==========================================
Timestamp: 10_11_21_47_50_023, Layersizes: [22, 150, 150, 150, 150, 46], Activation functions: [Tanh(), Tanh(), Tanh(), Tanh(), Tanh(), Sigmoid()], Epochs: 200, Learning rate: 5e-05, Number of random trials: 100
Epoch 1: Loss = 0.11698, Training (Code) = 0.23384, Validation (Code) = 0.23129, Training (X) = 0.99987, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 26: Loss = 0.11694, Training (Code) = 0.23433, Validation (Code) = 0.23558, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99987, Validation (Z) = 0.99982
Epoch 27: Loss = 0.11694, Training (Code) = 0.23674, Validation (Code) = 0.23621, Training (X) = 0.99991, Validation (X) = 0.99982, Training (Z) = 1.0, Validation (Z) = 0.99982
Epoch 28: Loss = 0.11694, Training (Code) = 0.23553, Validation (Code) = 0.23608, Training (X) = 0.99987, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 0.99982
Epoch 29: Loss = 0.11694, Training (Code) = 0.23522, Validation (Code) = 0.23521, Training (X) = 0.99982, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 0.99982
Epoch 30: Loss = 0.11694, Training (Code) = 0.23529, Validation (Code) = 0.23625, Training (X) = 0.99996, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 0.99982
Epoch 31: Loss = 0.11694, Training (Code) = 0.23506, Validation (Code) = 0.23708, Training (X) = 0.99996, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 1.0
Epoch 32: Loss = 0.11694, Training (Code) = 0.23563, Validation (Code) = 0.23992, Training (X) = 0.99996, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 0.99983
Epoch 33: Loss = 0.11694, Training (Code) = 0.23522, Validation (Code) = 0.23729, Training (X) = 1.0, Validation (X) = 0.99982, Training (Z) = 0.99987, Validation (Z) = 1.0
Epoch 34: Loss = 0.11694, Training (Code) = 0.2355, Validation (Code) = 0.236, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 1.0
Epoch 35: Loss = 0.11694, Training (Code) = 0.23532, Validation (Code) = 0.23262, Training (X) = 0.99991, Validation (X) = 1.0, Training (Z) = 0.99978, Validation (Z) = 1.0
Epoch 36: Loss = 0.11694, Training (Code) = 0.23493, Validation (Code) = 0.23758, Training (X) = 0.99996, Validation (X) = 0.99982, Training (Z) = 0.99987, Validation (Z) = 1.0
Epoch 37: Loss = 0.11694, Training (Code) = 0.23583, Validation (Code) = 0.23608, Training (X) = 0.99996, Validation (X) = 0.99965, Training (Z) = 0.99982, Validation (Z) = 0.99982
Epoch 38: Loss = 0.11694, Training (Code) = 0.23567, Validation (Code) = 0.23642, Training (X) = 0.99996, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 1.0
Epoch 39: Loss = 0.11694, Training (Code) = 0.23443, Validation (Code) = 0.23638, Training (X) = 0.99996, Validation (X) = 1.0, Training (Z) = 0.99991, Validation (Z) = 1.0
Epoch 40: Loss = 0.11694, Training (Code) = 0.23503, Validation (Code) = 0.23613, Training (X) = 0.99996, Validation (X) = 0.99982, Training (Z) = 1.0, Validation (Z) = 0.99982
Epoch 41: Loss = 0.11694, Training (Code) = 0.23421, Validation (Code) = 0.23442, Training (X) = 0.99996, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 42: Loss = 0.11694, Training (Code) = 0.23454, Validation (Code) = 0.23692, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 1.0
Epoch 43: Loss = 0.11694, Training (Code) = 0.23511, Validation (Code) = 0.23538, Training (X) = 0.99991, Validation (X) = 1.0, Training (Z) = 0.99991, Validation (Z) = 0.99982
Epoch 44: Loss = 0.11694, Training (Code) = 0.23484, Validation (Code) = 0.23463, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99991, Validation (Z) = 0.99982
Epoch 45: Loss = 0.11694, Training (Code) = 0.23416, Validation (Code) = 0.22946, Training (X) = 0.99996, Validation (X) = 1.0, Training (Z) = 0.99991, Validation (Z) = 1.0
Epoch 46: Loss = 0.11694, Training (Code) = 0.23446, Validation (Code) = 0.23575, Training (X) = 1.0, Validation (X) = 0.99982, Training (Z) = 0.99991, Validation (Z) = 1.0
Epoch 47: Loss = 0.11694, Training (Code) = 0.23418, Validation (Code) = 0.23483, Training (X) = 0.99991, Validation (X) = 1.0, Training (Z) = 0.99978, Validation (Z) = 1.0
Epoch 48: Loss = 0.11694, Training (Code) = 0.23522, Validation (Code) = 0.23588, Training (X) = 0.99996, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 1.0
Epoch 49: Loss = 0.11694, Training (Code) = 0.23586, Validation (Code) = 0.23433, Training (X) = 0.99996, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 50: Loss = 0.11694, Training (Code) = 0.23527, Validation (Code) = 0.235, Training (X) = 0.99991, Validation (X) = 0.99982, Training (Z) = 1.0, Validation (Z) = 0.99982
Epoch 51: Loss = 0.11694, Training (Code) = 0.23518, Validation (Code) = 0.23629, Training (X) = 0.99987, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 1.0
Epoch 52: Loss = 0.11694, Training (Code) = 0.23453, Validation (Code) = 0.23433, Training (X) = 1.0, Validation (X) = 0.99982, Training (Z) = 0.99996, Validation (Z) = 1.0
Epoch 53: Loss = 0.11694, Training (Code) = 0.23475, Validation (Code) = 0.23479, Training (X) = 0.99991, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 0.99982
Epoch 54: Loss = 0.11694, Training (Code) = 0.23563, Validation (Code) = 0.23563, Training (X) = 0.99987, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 1.0
Epoch 55: Loss = 0.11694, Training (Code) = 0.23495, Validation (Code) = 0.23671, Training (X) = 0.99996, Validation (X) = 1.0, Training (Z) = 0.99991, Validation (Z) = 1.0
Epoch 56: Loss = 0.11694, Training (Code) = 0.23554, Validation (Code) = 0.23296, Training (X) = 0.99991, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 1.0
Epoch 57: Loss = 0.11694, Training (Code) = 0.23545, Validation (Code) = 0.23438, Training (X) = 1.0, Validation (X) = 0.99982, Training (Z) = 0.99991, Validation (Z) = 0.99982
Epoch 58: Loss = 0.11694, Training (Code) = 0.23549, Validation (Code) = 0.232, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 59: Loss = 0.11694, Training (Code) = 0.23527, Validation (Code) = 0.23617, Training (X) = 0.99982, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 60: Loss = 0.11694, Training (Code) = 0.23536, Validation (Code) = 0.23317, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99991, Validation (Z) = 1.0
Epoch 61: Loss = 0.11694, Training (Code) = 0.23504, Validation (Code) = 0.23129, Training (X) = 0.99991, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 0.99982
Epoch 62: Loss = 0.11694, Training (Code) = 0.23538, Validation (Code) = 0.23271, Training (X) = 0.99991, Validation (X) = 1.0, Training (Z) = 0.99987, Validation (Z) = 1.0
Epoch 63: Loss = 0.11694, Training (Code) = 0.23478, Validation (Code) = 0.23558, Training (X) = 0.99991, Validation (X) = 1.0, Training (Z) = 0.99987, Validation (Z) = 0.99982
Epoch 64: Loss = 0.11694, Training (Code) = 0.23597, Validation (Code) = 0.23504, Training (X) = 1.0, Validation (X) = 0.99982, Training (Z) = 0.99991, Validation (Z) = 1.0
Epoch 65: Loss = 0.11694, Training (Code) = 0.23549, Validation (Code) = 0.23479, Training (X) = 0.99996, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 0.99982
Epoch 66: Loss = 0.11694, Training (Code) = 0.23374, Validation (Code) = 0.23463, Training (X) = 0.99982, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 0.99982
Epoch 67: Loss = 0.11694, Training (Code) = 0.23542, Validation (Code) = 0.23438, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 1.0
Epoch 68: Loss = 0.11694, Training (Code) = 0.23513, Validation (Code) = 0.235, Training (X) = 0.99991, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 1.0
Epoch 69: Loss = 0.11694, Training (Code) = 0.23534, Validation (Code) = 0.23529, Training (X) = 0.99987, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 0.99982
Epoch 70: Loss = 0.11694, Training (Code) = 0.23578, Validation (Code) = 0.23337, Training (X) = 0.99991, Validation (X) = 0.99982, Training (Z) = 0.99991, Validation (Z) = 0.99982
Epoch 71: Loss = 0.11694, Training (Code) = 0.23535, Validation (Code) = 0.23608, Training (X) = 0.99996, Validation (X) = 1.0, Training (Z) = 0.99987, Validation (Z) = 1.0
Epoch 72: Loss = 0.11694, Training (Code) = 0.23592, Validation (Code) = 0.23508, Training (X) = 0.99996, Validation (X) = 1.0, Training (Z) = 0.99991, Validation (Z) = 0.99982
Epoch 73: Loss = 0.11694, Training (Code) = 0.23524, Validation (Code) = 0.23688, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 1.0
Epoch 74: Loss = 0.11694, Training (Code) = 0.23513, Validation (Code) = 0.23554, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 1.0
Epoch 75: Loss = 0.11694, Training (Code) = 0.2356, Validation (Code) = 0.23254, Training (X) = 0.99996, Validation (X) = 0.99982, Training (Z) = 0.99987, Validation (Z) = 1.0
Epoch 76: Loss = 0.11694, Training (Code) = 0.23449, Validation (Code) = 0.23438, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99987, Validation (Z) = 0.99982
Epoch 77: Loss = 0.11694, Training (Code) = 0.23441, Validation (Code) = 0.23538, Training (X) = 0.99987, Validation (X) = 1.0, Training (Z) = 0.99991, Validation (Z) = 0.99982
Epoch 78: Loss = 0.11694, Training (Code) = 0.23502, Validation (Code) = 0.23579, Training (X) = 0.99991, Validation (X) = 0.99982, Training (Z) = 0.99982, Validation (Z) = 1.0
Epoch 79: Loss = 0.11694, Training (Code) = 0.23445, Validation (Code) = 0.23375, Training (X) = 1.0, Validation (X) = 0.99982, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 80: Loss = 0.11694, Training (Code) = 0.23549, Validation (Code) = 0.23646, Training (X) = 0.99991, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 81: Loss = 0.11694, Training (Code) = 0.23544, Validation (Code) = 0.23425, Training (X) = 0.99991, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 0.99982
Epoch 82: Loss = 0.11694, Training (Code) = 0.23533, Validation (Code) = 0.23362, Training (X) = 0.99987, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 1.0
Epoch 83: Loss = 0.11694, Training (Code) = 0.23511, Validation (Code) = 0.23429, Training (X) = 0.99996, Validation (X) = 0.99982, Training (Z) = 0.99982, Validation (Z) = 0.99982
Epoch 84: Loss = 0.11694, Training (Code) = 0.23448, Validation (Code) = 0.23471, Training (X) = 0.99982, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 0.99982
Epoch 85: Loss = 0.11694, Training (Code) = 0.23484, Validation (Code) = 0.2335, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 1.0
Epoch 86: Loss = 0.11694, Training (Code) = 0.23478, Validation (Code) = 0.23471, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 87: Loss = 0.11694, Training (Code) = 0.23508, Validation (Code) = 0.23654, Training (X) = 0.99982, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 0.99982
Epoch 88: Loss = 0.11694, Training (Code) = 0.23546, Validation (Code) = 0.23504, Training (X) = 0.99978, Validation (X) = 0.99929, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 89: Loss = 0.11694, Training (Code) = 0.23402, Validation (Code) = 0.23667, Training (X) = 0.99996, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 0.99982
Epoch 90: Loss = 0.11694, Training (Code) = 0.23563, Validation (Code) = 0.23513, Training (X) = 0.99987, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 0.99982
Epoch 91: Loss = 0.11694, Training (Code) = 0.23558, Validation (Code) = 0.23442, Training (X) = 0.99996, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 1.0
Epoch 92: Loss = 0.11694, Training (Code) = 0.2338, Validation (Code) = 0.23483, Training (X) = 0.99996, Validation (X) = 0.99982, Training (Z) = 0.99996, Validation (Z) = 0.99982
Epoch 93: Loss = 0.11694, Training (Code) = 0.23478, Validation (Code) = 0.23496, Training (X) = 0.99996, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 1.0
Epoch 94: Loss = 0.11694, Training (Code) = 0.23578, Validation (Code) = 0.23617, Training (X) = 0.99978, Validation (X) = 0.99965, Training (Z) = 0.99987, Validation (Z) = 1.0
Epoch 95: Loss = 0.11694, Training (Code) = 0.23613, Validation (Code) = 0.23533, Training (X) = 0.99996, Validation (X) = 0.99965, Training (Z) = 1.0, Validation (Z) = 0.99982
Epoch 96: Loss = 0.11694, Training (Code) = 0.23601, Validation (Code) = 0.23492, Training (X) = 0.99996, Validation (X) = 1.0, Training (Z) = 0.99991, Validation (Z) = 1.0
Epoch 97: Loss = 0.11694, Training (Code) = 0.2353, Validation (Code) = 0.23483, Training (X) = 0.99987, Validation (X) = 0.99982, Training (Z) = 0.99996, Validation (Z) = 1.0
Epoch 98: Loss = 0.11694, Training (Code) = 0.23508, Validation (Code) = 0.23638, Training (X) = 0.99991, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 99: Loss = 0.11694, Training (Code) = 0.2359, Validation (Code) = 0.23525, Training (X) = 0.99991, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 0.99982
Epoch 100: Loss = 0.11694, Training (Code) = 0.23682, Validation (Code) = 0.23254, Training (X) = 0.99991, Validation (X) = 1.0, Training (Z) = 0.99991, Validation (Z) = 0.99964
Epoch 101: Loss = 0.11694, Training (Code) = 0.23414, Validation (Code) = 0.23379, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 1.0
Epoch 102: Loss = 0.11694, Training (Code) = 0.23489, Validation (Code) = 0.23412, Training (X) = 1.0, Validation (X) = 0.99964, Training (Z) = 0.99991, Validation (Z) = 0.99982
Epoch 103: Loss = 0.11694, Training (Code) = 0.23513, Validation (Code) = 0.23783, Training (X) = 0.99996, Validation (X) = 1.0, Training (Z) = 0.99996, Validation (Z) = 0.99982
Epoch 104: Loss = 0.11694, Training (Code) = 0.23416, Validation (Code) = 0.23442, Training (X) = 0.99978, Validation (X) = 1.0, Training (Z) = 0.99991, Validation (Z) = 0.99982
slurmstepd: error: *** JOB 6163448 ON d23-16 CANCELLED AT 2021-10-13T18:47:10 DUE TO TIME LIMIT ***
