==========================================
SLURM_JOB_ID = 6156119
SLURM_JOB_NODELIST = d06-28
TMPDIR = /tmp/SLURM_6156119
==========================================
10_10_14_59_57_262 [22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46] [Tanh(), Tanh(), Tanh(), Tanh(), Tanh(), Tanh(), Tanh(), Tanh(), Tanh(), Tanh(), Tanh(), Tanh(), Sigmoid()] 100 0.003 45
Epoch 1: Loss = 0.41658, Training (Code) = 0.19656, Validation (Code) = 0.19733, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 12: Loss = 0.41658, Training (Code) = 0.19673, Validation (Code) = 0.19537, Training (X) = 0.99989, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 13: Loss = 0.41658, Training (Code) = 0.19758, Validation (Code) = 0.19346, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 14: Loss = 0.41658, Training (Code) = 0.19687, Validation (Code) = 0.1975, Training (X) = 0.99984, Validation (X) = 1.0, Training (Z) = 0.99989, Validation (Z) = 1.0
Epoch 15: Loss = 0.41658, Training (Code) = 0.19655, Validation (Code) = 0.19617, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 16: Loss = 0.41658, Training (Code) = 0.19668, Validation (Code) = 0.19721, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99989, Validation (Z) = 1.0
Epoch 17: Loss = 0.41658, Training (Code) = 0.19634, Validation (Code) = 0.19367, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 18: Loss = 0.41658, Training (Code) = 0.19611, Validation (Code) = 0.19712, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 19: Loss = 0.41658, Training (Code) = 0.19809, Validation (Code) = 0.19529, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 0.99989, Validation (Z) = 1.0
Epoch 20: Loss = 0.41658, Training (Code) = 0.19742, Validation (Code) = 0.19629, Training (X) = 0.99989, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 21: Loss = 0.41658, Training (Code) = 0.19641, Validation (Code) = 0.19858, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 22: Loss = 0.41658, Training (Code) = 0.19703, Validation (Code) = 0.19658, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 23: Loss = 0.41658, Training (Code) = 0.19619, Validation (Code) = 0.19787, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 24: Loss = 0.41658, Training (Code) = 0.19611, Validation (Code) = 0.19575, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 25: Loss = 0.41658, Training (Code) = 0.19669, Validation (Code) = 0.19667, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 26: Loss = 0.41658, Training (Code) = 0.1969, Validation (Code) = 0.19583, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 27: Loss = 0.41658, Training (Code) = 0.19647, Validation (Code) = 0.19667, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 28: Loss = 0.41658, Training (Code) = 0.19737, Validation (Code) = 0.19537, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 29: Loss = 0.41658, Training (Code) = 0.19647, Validation (Code) = 0.19629, Training (X) = 0.99989, Validation (X) = 0.99979, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 30: Loss = 0.41658, Training (Code) = 0.1963, Validation (Code) = 0.19537, Training (X) = 0.99995, Validation (X) = 0.99979, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 31: Loss = 0.41658, Training (Code) = 0.1954, Validation (Code) = 0.19554, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 32: Loss = 0.41658, Training (Code) = 0.19683, Validation (Code) = 0.19475, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 33: Loss = 0.41658, Training (Code) = 0.19711, Validation (Code) = 0.19587, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 0.99984, Validation (Z) = 0.99979
Epoch 34: Loss = 0.41658, Training (Code) = 0.19716, Validation (Code) = 0.19583, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 35: Loss = 0.41658, Training (Code) = 0.19671, Validation (Code) = 0.19683, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 36: Loss = 0.41658, Training (Code) = 0.19707, Validation (Code) = 0.1965, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 37: Loss = 0.41658, Training (Code) = 0.19644, Validation (Code) = 0.19546, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 38: Loss = 0.41658, Training (Code) = 0.19758, Validation (Code) = 0.19612, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 39: Loss = 0.41658, Training (Code) = 0.19685, Validation (Code) = 0.19775, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 0.99979
Epoch 40: Loss = 0.41658, Training (Code) = 0.19683, Validation (Code) = 0.19712, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 41: Loss = 0.41658, Training (Code) = 0.19744, Validation (Code) = 0.19529, Training (X) = 1.0, Validation (X) = 0.99957, Training (Z) = 0.99989, Validation (Z) = 1.0
Epoch 42: Loss = 0.41658, Training (Code) = 0.19656, Validation (Code) = 0.19779, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 43: Loss = 0.41658, Training (Code) = 0.19557, Validation (Code) = 0.19679, Training (X) = 0.99989, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 0.99979
Epoch 44: Loss = 0.41658, Training (Code) = 0.19569, Validation (Code) = 0.19729, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 45: Loss = 0.41658, Training (Code) = 0.1966, Validation (Code) = 0.19287, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 46: Loss = 0.41658, Training (Code) = 0.19823, Validation (Code) = 0.19704, Training (X) = 1.0, Validation (X) = 0.99979, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 47: Loss = 0.41658, Training (Code) = 0.19577, Validation (Code) = 0.19754, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 0.99989, Validation (Z) = 0.99979
Epoch 48: Loss = 0.41658, Training (Code) = 0.19691, Validation (Code) = 0.19771, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 49: Loss = 0.41658, Training (Code) = 0.19727, Validation (Code) = 0.19633, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 50: Loss = 0.41658, Training (Code) = 0.19701, Validation (Code) = 0.19437, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 51: Loss = 0.41658, Training (Code) = 0.19659, Validation (Code) = 0.19617, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 52: Loss = 0.41658, Training (Code) = 0.19646, Validation (Code) = 0.19683, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99989, Validation (Z) = 1.0
Epoch 53: Loss = 0.41658, Training (Code) = 0.19711, Validation (Code) = 0.1955, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 0.99979
Epoch 54: Loss = 0.41658, Training (Code) = 0.19779, Validation (Code) = 0.19546, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 55: Loss = 0.41658, Training (Code) = 0.19599, Validation (Code) = 0.19587, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 56: Loss = 0.41658, Training (Code) = 0.19614, Validation (Code) = 0.19417, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 57: Loss = 0.41658, Training (Code) = 0.19759, Validation (Code) = 0.19562, Training (X) = 0.99995, Validation (X) = 0.99979, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 58: Loss = 0.41658, Training (Code) = 0.19716, Validation (Code) = 0.19833, Training (X) = 0.99979, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 59: Loss = 0.41658, Training (Code) = 0.19576, Validation (Code) = 0.19575, Training (X) = 0.99984, Validation (X) = 1.0, Training (Z) = 0.99989, Validation (Z) = 0.99979
Epoch 60: Loss = 0.41658, Training (Code) = 0.1966, Validation (Code) = 0.19562, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 61: Loss = 0.41658, Training (Code) = 0.19702, Validation (Code) = 0.19512, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 62: Loss = 0.41658, Training (Code) = 0.1968, Validation (Code) = 0.19712, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 63: Loss = 0.41658, Training (Code) = 0.19651, Validation (Code) = 0.19792, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99989, Validation (Z) = 1.0
Epoch 64: Loss = 0.41658, Training (Code) = 0.19652, Validation (Code) = 0.19887, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 65: Loss = 0.41658, Training (Code) = 0.19654, Validation (Code) = 0.19479, Training (X) = 0.99995, Validation (X) = 0.99979, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 66: Loss = 0.41658, Training (Code) = 0.19625, Validation (Code) = 0.19508, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 67: Loss = 0.41658, Training (Code) = 0.19741, Validation (Code) = 0.19487, Training (X) = 0.99989, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 68: Loss = 0.41658, Training (Code) = 0.19665, Validation (Code) = 0.19775, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99989, Validation (Z) = 1.0
Epoch 69: Loss = 0.41658, Training (Code) = 0.19633, Validation (Code) = 0.1955, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 70: Loss = 0.41658, Training (Code) = 0.19657, Validation (Code) = 0.19671, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 71: Loss = 0.41658, Training (Code) = 0.19632, Validation (Code) = 0.19725, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 72: Loss = 0.41658, Training (Code) = 0.19672, Validation (Code) = 0.19667, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 73: Loss = 0.41658, Training (Code) = 0.19621, Validation (Code) = 0.19592, Training (X) = 0.99989, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 74: Loss = 0.41658, Training (Code) = 0.19587, Validation (Code) = 0.1965, Training (X) = 1.0, Validation (X) = 0.99979, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 75: Loss = 0.41658, Training (Code) = 0.19617, Validation (Code) = 0.19371, Training (X) = 0.99989, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 76: Loss = 0.41658, Training (Code) = 0.19634, Validation (Code) = 0.19742, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 77: Loss = 0.41658, Training (Code) = 0.19574, Validation (Code) = 0.19629, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 78: Loss = 0.41658, Training (Code) = 0.19745, Validation (Code) = 0.19975, Training (X) = 0.99989, Validation (X) = 0.99979, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 79: Loss = 0.41658, Training (Code) = 0.19754, Validation (Code) = 0.19604, Training (X) = 0.99995, Validation (X) = 0.99979, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 80: Loss = 0.41658, Training (Code) = 0.19728, Validation (Code) = 0.19425, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 81: Loss = 0.41658, Training (Code) = 0.19679, Validation (Code) = 0.1955, Training (X) = 1.0, Validation (X) = 0.99979, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 82: Loss = 0.41658, Training (Code) = 0.19622, Validation (Code) = 0.19367, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 83: Loss = 0.41658, Training (Code) = 0.19667, Validation (Code) = 0.197, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 84: Loss = 0.41658, Training (Code) = 0.19665, Validation (Code) = 0.19637, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 85: Loss = 0.41658, Training (Code) = 0.19671, Validation (Code) = 0.19517, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 86: Loss = 0.41658, Training (Code) = 0.19665, Validation (Code) = 0.19475, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99989, Validation (Z) = 1.0
Epoch 87: Loss = 0.41658, Training (Code) = 0.19697, Validation (Code) = 0.19621, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 88: Loss = 0.41658, Training (Code) = 0.19624, Validation (Code) = 0.19554, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 89: Loss = 0.41658, Training (Code) = 0.19842, Validation (Code) = 0.19521, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 90: Loss = 0.41658, Training (Code) = 0.19599, Validation (Code) = 0.19721, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 0.99989, Validation (Z) = 1.0
Epoch 91: Loss = 0.41658, Training (Code) = 0.19648, Validation (Code) = 0.19417, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 92: Loss = 0.41658, Training (Code) = 0.19676, Validation (Code) = 0.19679, Training (X) = 1.0, Validation (X) = 0.99958, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 93: Loss = 0.41658, Training (Code) = 0.19721, Validation (Code) = 0.19571, Training (X) = 0.99989, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 94: Loss = 0.41658, Training (Code) = 0.19705, Validation (Code) = 0.19633, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 95: Loss = 0.41658, Training (Code) = 0.19634, Validation (Code) = 0.19458, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 96: Loss = 0.41658, Training (Code) = 0.19647, Validation (Code) = 0.19821, Training (X) = 0.99989, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 97: Loss = 0.41658, Training (Code) = 0.19695, Validation (Code) = 0.19396, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 98: Loss = 0.41658, Training (Code) = 0.19675, Validation (Code) = 0.19583, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 99: Loss = 0.41658, Training (Code) = 0.19622, Validation (Code) = 0.19537, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 100: Loss = 0.41658, Training (Code) = 0.19692, Validation (Code) = 0.199, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
