==========================================
SLURM_JOB_ID = 6156107
SLURM_JOB_NODELIST = d06-23
TMPDIR = /tmp/SLURM_6156107
==========================================
10_10_14_21_45_985 [22, 50, 50, 60, 60, 46] [Tanh(), Tanh(), Tanh(), Tanh(), Sigmoid()] 100 0.01 60
Epoch 1: Loss = 0.44466, Training (Code) = 0.44114, Validation (Code) = 0.44112, Training (X) = 0.99986, Validation (X) = 1.0, Training (Z) = 0.99998, Validation (Z) = 0.99991
Epoch 29: Loss = 0.47602, Training (Code) = 0.43889, Validation (Code) = 0.44246, Training (X) = 0.99991, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 30: Loss = 0.47602, Training (Code) = 0.44019, Validation (Code) = 0.44025, Training (X) = 1.0, Validation (X) = 0.99991, Training (Z) = 1.0, Validation (Z) = 0.99991
Epoch 31: Loss = 0.47602, Training (Code) = 0.44048, Validation (Code) = 0.44354, Training (X) = 0.99998, Validation (X) = 0.99991, Training (Z) = 1.0, Validation (Z) = 0.99981
Epoch 32: Loss = 0.47602, Training (Code) = 0.44071, Validation (Code) = 0.44379, Training (X) = 0.99986, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 33: Loss = 0.47602, Training (Code) = 0.43949, Validation (Code) = 0.44358, Training (X) = 0.99993, Validation (X) = 0.99991, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 34: Loss = 0.47602, Training (Code) = 0.4407, Validation (Code) = 0.44121, Training (X) = 0.99991, Validation (X) = 1.0, Training (Z) = 0.99998, Validation (Z) = 1.0
Epoch 35: Loss = 0.47602, Training (Code) = 0.44054, Validation (Code) = 0.44304, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 0.99991
Epoch 36: Loss = 0.47602, Training (Code) = 0.4406, Validation (Code) = 0.44142, Training (X) = 0.99986, Validation (X) = 1.0, Training (Z) = 0.99993, Validation (Z) = 1.0
Epoch 37: Loss = 0.47602, Training (Code) = 0.44082, Validation (Code) = 0.44304, Training (X) = 0.99995, Validation (X) = 0.99981, Training (Z) = 0.99998, Validation (Z) = 1.0
Epoch 38: Loss = 0.47602, Training (Code) = 0.44106, Validation (Code) = 0.44242, Training (X) = 0.99993, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 0.99972
Epoch 39: Loss = 0.47602, Training (Code) = 0.44034, Validation (Code) = 0.44421, Training (X) = 0.99998, Validation (X) = 1.0, Training (Z) = 0.99998, Validation (Z) = 1.0
Epoch 40: Loss = 0.47602, Training (Code) = 0.44066, Validation (Code) = 0.4435, Training (X) = 0.99995, Validation (X) = 0.99972, Training (Z) = 1.0, Validation (Z) = 0.99981
Epoch 41: Loss = 0.47602, Training (Code) = 0.44032, Validation (Code) = 0.4455, Training (X) = 0.99993, Validation (X) = 1.0, Training (Z) = 0.99998, Validation (Z) = 1.0
Epoch 42: Loss = 0.47602, Training (Code) = 0.44105, Validation (Code) = 0.44446, Training (X) = 0.99993, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 43: Loss = 0.47602, Training (Code) = 0.44115, Validation (Code) = 0.44271, Training (X) = 0.99993, Validation (X) = 0.99981, Training (Z) = 0.99991, Validation (Z) = 1.0
Epoch 44: Loss = 0.47602, Training (Code) = 0.44003, Validation (Code) = 0.44529, Training (X) = 0.99993, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 45: Loss = 0.47602, Training (Code) = 0.43935, Validation (Code) = 0.44612, Training (X) = 0.99993, Validation (X) = 1.0, Training (Z) = 0.99998, Validation (Z) = 1.0
Epoch 46: Loss = 0.47602, Training (Code) = 0.4408, Validation (Code) = 0.44546, Training (X) = 0.99993, Validation (X) = 0.99991, Training (Z) = 0.99995, Validation (Z) = 0.99991
Epoch 47: Loss = 0.47602, Training (Code) = 0.44026, Validation (Code) = 0.448, Training (X) = 0.99995, Validation (X) = 0.99991, Training (Z) = 0.99998, Validation (Z) = 0.99991
Epoch 48: Loss = 0.47602, Training (Code) = 0.4407, Validation (Code) = 0.44229, Training (X) = 0.99991, Validation (X) = 0.99991, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 49: Loss = 0.47602, Training (Code) = 0.43903, Validation (Code) = 0.447, Training (X) = 0.99988, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 50: Loss = 0.47602, Training (Code) = 0.44105, Validation (Code) = 0.44196, Training (X) = 0.99995, Validation (X) = 0.99991, Training (Z) = 0.99998, Validation (Z) = 1.0
Epoch 51: Loss = 0.47602, Training (Code) = 0.43988, Validation (Code) = 0.44371, Training (X) = 0.99991, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 0.99991
Epoch 52: Loss = 0.47602, Training (Code) = 0.43972, Validation (Code) = 0.44246, Training (X) = 0.99991, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 53: Loss = 0.47602, Training (Code) = 0.44084, Validation (Code) = 0.44229, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 0.99998, Validation (Z) = 0.99981
Epoch 54: Loss = 0.47602, Training (Code) = 0.43943, Validation (Code) = 0.44229, Training (X) = 0.99993, Validation (X) = 0.99981, Training (Z) = 0.99998, Validation (Z) = 0.99991
Epoch 55: Loss = 0.47602, Training (Code) = 0.44015, Validation (Code) = 0.443, Training (X) = 0.99993, Validation (X) = 1.0, Training (Z) = 0.99998, Validation (Z) = 1.0
Epoch 56: Loss = 0.47602, Training (Code) = 0.43976, Validation (Code) = 0.44171, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 57: Loss = 0.47602, Training (Code) = 0.44064, Validation (Code) = 0.44412, Training (X) = 1.0, Validation (X) = 0.99991, Training (Z) = 0.99998, Validation (Z) = 0.99991
Epoch 58: Loss = 0.47602, Training (Code) = 0.44116, Validation (Code) = 0.44483, Training (X) = 0.99998, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 0.99991
Epoch 59: Loss = 0.47602, Training (Code) = 0.43886, Validation (Code) = 0.44438, Training (X) = 0.99998, Validation (X) = 1.0, Training (Z) = 0.99998, Validation (Z) = 0.99981
Epoch 60: Loss = 0.47602, Training (Code) = 0.44028, Validation (Code) = 0.44529, Training (X) = 0.99993, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 61: Loss = 0.47602, Training (Code) = 0.43973, Validation (Code) = 0.44162, Training (X) = 0.99995, Validation (X) = 0.99972, Training (Z) = 1.0, Validation (Z) = 0.99991
Epoch 62: Loss = 0.47602, Training (Code) = 0.4406, Validation (Code) = 0.44346, Training (X) = 0.99998, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 63: Loss = 0.47602, Training (Code) = 0.43972, Validation (Code) = 0.44358, Training (X) = 0.99998, Validation (X) = 0.99991, Training (Z) = 0.99998, Validation (Z) = 1.0
Epoch 64: Loss = 0.47602, Training (Code) = 0.44, Validation (Code) = 0.44258, Training (X) = 0.99995, Validation (X) = 0.99991, Training (Z) = 0.99998, Validation (Z) = 0.99991
Epoch 65: Loss = 0.47602, Training (Code) = 0.44036, Validation (Code) = 0.44646, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 0.99991
Epoch 66: Loss = 0.47602, Training (Code) = 0.43973, Validation (Code) = 0.44283, Training (X) = 0.99998, Validation (X) = 0.99991, Training (Z) = 0.99998, Validation (Z) = 0.99991
Epoch 67: Loss = 0.47602, Training (Code) = 0.43946, Validation (Code) = 0.44183, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 0.99998, Validation (Z) = 0.99991
Epoch 68: Loss = 0.47602, Training (Code) = 0.44031, Validation (Code) = 0.43983, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 69: Loss = 0.47602, Training (Code) = 0.44034, Validation (Code) = 0.44417, Training (X) = 0.99993, Validation (X) = 0.99981, Training (Z) = 1.0, Validation (Z) = 0.99991
Epoch 70: Loss = 0.47602, Training (Code) = 0.44017, Validation (Code) = 0.44308, Training (X) = 0.99998, Validation (X) = 1.0, Training (Z) = 0.99998, Validation (Z) = 1.0
Epoch 71: Loss = 0.47602, Training (Code) = 0.43942, Validation (Code) = 0.44292, Training (X) = 0.99993, Validation (X) = 0.99991, Training (Z) = 0.99995, Validation (Z) = 0.99991
Epoch 72: Loss = 0.47602, Training (Code) = 0.43907, Validation (Code) = 0.44192, Training (X) = 0.99995, Validation (X) = 0.99981, Training (Z) = 0.99998, Validation (Z) = 1.0
Epoch 73: Loss = 0.47602, Training (Code) = 0.44005, Validation (Code) = 0.44083, Training (X) = 0.99993, Validation (X) = 0.99991, Training (Z) = 0.99998, Validation (Z) = 1.0
Epoch 74: Loss = 0.47602, Training (Code) = 0.44054, Validation (Code) = 0.4435, Training (X) = 1.0, Validation (X) = 0.99991, Training (Z) = 0.99995, Validation (Z) = 0.99991
Epoch 75: Loss = 0.47602, Training (Code) = 0.44164, Validation (Code) = 0.44304, Training (X) = 0.99988, Validation (X) = 0.99991, Training (Z) = 0.99998, Validation (Z) = 1.0
Epoch 76: Loss = 0.47602, Training (Code) = 0.44034, Validation (Code) = 0.4475, Training (X) = 0.99988, Validation (X) = 0.99991, Training (Z) = 0.99998, Validation (Z) = 0.99991
Epoch 77: Loss = 0.47602, Training (Code) = 0.44182, Validation (Code) = 0.44379, Training (X) = 0.99998, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 0.99991
Epoch 78: Loss = 0.47602, Training (Code) = 0.44091, Validation (Code) = 0.44342, Training (X) = 0.99995, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 79: Loss = 0.47602, Training (Code) = 0.44088, Validation (Code) = 0.44296, Training (X) = 0.99993, Validation (X) = 1.0, Training (Z) = 0.99998, Validation (Z) = 0.99991
Epoch 80: Loss = 0.47602, Training (Code) = 0.44098, Validation (Code) = 0.44471, Training (X) = 0.99998, Validation (X) = 1.0, Training (Z) = 0.99993, Validation (Z) = 0.99981
Epoch 81: Loss = 0.47602, Training (Code) = 0.44014, Validation (Code) = 0.44454, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99998, Validation (Z) = 0.99981
Epoch 82: Loss = 0.47602, Training (Code) = 0.44036, Validation (Code) = 0.44538, Training (X) = 0.99993, Validation (X) = 0.99972, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 83: Loss = 0.47602, Training (Code) = 0.44135, Validation (Code) = 0.44375, Training (X) = 0.99993, Validation (X) = 1.0, Training (Z) = 0.99998, Validation (Z) = 0.99991
Epoch 84: Loss = 0.47602, Training (Code) = 0.43995, Validation (Code) = 0.44446, Training (X) = 0.99993, Validation (X) = 1.0, Training (Z) = 0.99998, Validation (Z) = 0.99991
Epoch 85: Loss = 0.47602, Training (Code) = 0.43973, Validation (Code) = 0.44367, Training (X) = 0.99998, Validation (X) = 0.99972, Training (Z) = 1.0, Validation (Z) = 0.99981
Epoch 86: Loss = 0.47602, Training (Code) = 0.43912, Validation (Code) = 0.44296, Training (X) = 0.99986, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 0.99981
Epoch 87: Loss = 0.47602, Training (Code) = 0.44008, Validation (Code) = 0.44362, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 0.99991
Epoch 88: Loss = 0.47602, Training (Code) = 0.43962, Validation (Code) = 0.44221, Training (X) = 0.99993, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 89: Loss = 0.47602, Training (Code) = 0.4392, Validation (Code) = 0.44246, Training (X) = 0.99995, Validation (X) = 0.99991, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 90: Loss = 0.47602, Training (Code) = 0.44008, Validation (Code) = 0.44154, Training (X) = 1.0, Validation (X) = 0.99962, Training (Z) = 0.99998, Validation (Z) = 0.99991
Epoch 91: Loss = 0.47602, Training (Code) = 0.44065, Validation (Code) = 0.44433, Training (X) = 0.99993, Validation (X) = 1.0, Training (Z) = 0.99998, Validation (Z) = 0.99991
Epoch 92: Loss = 0.47602, Training (Code) = 0.44027, Validation (Code) = 0.44162, Training (X) = 0.99995, Validation (X) = 0.99991, Training (Z) = 0.99998, Validation (Z) = 0.99991
Epoch 93: Loss = 0.47602, Training (Code) = 0.44054, Validation (Code) = 0.44483, Training (X) = 0.99995, Validation (X) = 0.99991, Training (Z) = 0.99998, Validation (Z) = 1.0
Epoch 94: Loss = 0.47602, Training (Code) = 0.44106, Validation (Code) = 0.44271, Training (X) = 0.99993, Validation (X) = 0.99991, Training (Z) = 0.99998, Validation (Z) = 0.99981
Epoch 95: Loss = 0.47602, Training (Code) = 0.44109, Validation (Code) = 0.44279, Training (X) = 0.99998, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
Epoch 96: Loss = 0.47602, Training (Code) = 0.44026, Validation (Code) = 0.44388, Training (X) = 0.99993, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 0.99991
Epoch 97: Loss = 0.47602, Training (Code) = 0.44023, Validation (Code) = 0.44633, Training (X) = 1.0, Validation (X) = 0.99991, Training (Z) = 0.99998, Validation (Z) = 0.99991
Epoch 98: Loss = 0.47602, Training (Code) = 0.44103, Validation (Code) = 0.44446, Training (X) = 0.99998, Validation (X) = 0.99991, Training (Z) = 0.99995, Validation (Z) = 0.99991
Epoch 99: Loss = 0.47602, Training (Code) = 0.43994, Validation (Code) = 0.44117, Training (X) = 0.99991, Validation (X) = 1.0, Training (Z) = 1.0, Validation (Z) = 1.0
Epoch 100: Loss = 0.47602, Training (Code) = 0.43948, Validation (Code) = 0.44433, Training (X) = 1.0, Validation (X) = 1.0, Training (Z) = 0.99995, Validation (Z) = 1.0
